Wkr.-Nr.;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32
151;76312;66020;0;3387;6038;6617;0;0;2357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
152;35561;49485;0;2958;6882;30722;0;0;6682;0;0;0;0;0;1083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;517
153;47265;42028;0;5658;7500;34219;0;0;4294;0;0;0;0;0;880;0;0;0;0;0;0;0;0;0;0;0;379;0;0;0;0;1145
154;53181;38545;0;10787;7141;33881;0;0;3502;0;0;0;0;0;1135;0;0;0;0;1026;0;0;0;0;0;0;373;0;0;0;0;1110
155;51962;61178;0;4025;9710;37850;0;0;7966;0;0;0;0;0;1366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1442
156;36919;62840;0;6669;11629;34857;0;0;11199;0;0;0;0;0;2190;0;0;0;0;0;0;120;0;0;0;0;397;0;0;0;0;129
157;39183;68306;0;5278;15386;43847;0;0;12120;0;0;0;0;0;971;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
158;34644;67930;0;6937;12120;44838;0;0;12148;0;0;0;0;0;2715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159;33172;68426;0;5798;12042;32651;0;0;12966;0;0;0;0;0;2073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
160;50320;57931;0;6158;7367;30117;0;0;3776;0;0;0;0;0;939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;42670;57180;0;12601;12521;32050;0;0;7214;0;0;0;0;0;1981;0;0;0;0;0;0;524;0;0;0;0;506;0;0;0;0;0
162;36727;66965;0;3992;14380;37394;0;0;10081;0;0;0;0;0;1510;0;0;0;0;0;0;0;0;0;0;0;0;0;523;0;929;0
163;44240;43711;0;5882;10781;41369;0;3093;4582;0;0;0;0;0;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
164;37869;61734;0;3611;9548;34999;0;1540;8198;0;0;0;0;0;582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
165;36910;74778;0;3799;19446;40790;0;0;12769;0;0;3293;0;0;1700;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;585;0
166;44886;60281;0;4290;9751;44680;0;1267;6413;0;0;1563;0;0;1294;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
167;41200;58988;0;5684;10685;36462;0;0;7808;0;0;2578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
168;75533;51807;0;6734;7112;7104;0;0;2096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169;85117;51470;0;13119;6619;9718;0;0;1884;0;0;0;0;0;0;0;0;0;0;0;0;480;0;0;0;0;0;0;0;0;0;0
170;75269;49882;0;4283;5699;6514;0;0;2402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1467;0
171;76040;51474;0;6776;7328;7402;0;0;2608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172;67136;51653;0;5685;5423;6826;0;1858;1517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1102
173;66250;63801;0;6959;7130;7321;0;0;3648;0;0;2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
174;73793;64468;0;8976;12205;8081;0;0;2870;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
175;54765;72048;0;5238;5653;4989;0;0;1967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39545
176;51838;65756;0;7409;13207;5614;0;0;1925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177;80828;78156;0;7251;7788;7439;0;0;4176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1039
178;62690;81513;0;8924;9347;5502;0;0;2256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1383
179;60916;56861;0;6395;6005;5473;0;0;1919;0;0;0;0;0;653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
180;79621;77996;0;6938;7767;8420;0;0;3368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
181;50418;80848;0;11988;8411;4806;0;0;1894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
182;52850;49510;0;12650;7603;7783;0;0;2408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
183;52063;57539;0;28925;6591;7188;0;0;1957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
184;62419;48321;0;8100;4957;5736;0;0;2475;0;0;588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
185;66517;72653;0;9325;7990;7193;0;0;2637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
186;80289;67498;0;14557;6584;6955;0;0;2039;0;0;966;0;0;0;0;0;0;0;0;0;359;0;0;0;0;0;0;0;0;0;0
187;76617;76696;0;8882;9421;7275;0;0;2912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1011;0;0;0;0;0;0
188;64837;68835;0;5946;5953;5177;0;0;2541;0;0;0;0;1857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
189;46127;57982;0;3824;7455;32141;0;0;5134;0;0;0;0;2559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
190;53696;43695;0;4412;7301;34133;0;0;6008;0;0;0;0;0;0;0;0;0;0;0;0;789;0;0;0;0;0;0;0;0;0;2126
191;44638;46738;0;4391;7596;41234;0;0;6824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
192;60384;47115;0;4171;7598;34761;0;0;7118;0;0;1085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
193;52304;45728;0;12553;6801;43520;0;0;5145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
194;59508;45982;0;9155;10970;55080;0;0;6529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
195;42586;44714;0;3661;7289;36507;0;0;6406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
196;53561;46818;0;4687;8850;46099;0;0;8520;0;0;0;0;0;0;0;0;0;0;0;0;806;0;0;0;0;0;0;0;0;0;8131
197;47046;41833;0;4981;8108;44753;0;0;5780;0;0;0;0;2412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
198;82753;81308;0;4324;7492;7276;0;0;2042;0;0;1750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;53578;73883;0;5748;8697;5616;0;0;1512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
200;58645;67876;0;8120;6888;6287;0;0;1624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
201;45617;69904;0;5633;10584;6133;0;0;1673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
202;60167;62007;0;5603;6531;6734;0;0;2332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;837
203;47087;63253;0;4923;7443;4875;0;0;1614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
204;56943;60422;0;7863;6210;6141;0;0;1561;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1016
205;62825;76418;0;6245;7497;7094;0;0;2486;0;0;1381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
206;79760;76345;0;11235;16930;7204;0;0;2382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;935
207;70456;57443;0;5931;9492;7003;0;0;3475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
208;71775;65848;0;5885;7331;7509;0;4639;2444;0;0;0;0;0;0;0;0;0;0;0;0;437;0;0;0;0;0;0;0;0;0;0
209;66113;77707;0;8319;7949;6708;0;3496;1700;0;0;1405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
210;77325;61781;0;7596;8687;14464;0;0;4922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211;51556;59788;0;4550;8801;11572;0;0;4624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
212;61710;70851;0;7794;10276;6413;0;3418;2090;0;0;1317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213;25111;0;79539;6451;5514;3006;0;0;2280;0;0;0;0;0;1020;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
214;35731;0;83991;10767;7708;3698;0;0;2038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
215;36283;0;87477;12064;8665;4473;0;0;2139;0;0;0;0;0;0;3665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
216;52329;0;108897;15698;12199;4764;0;0;2466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
217;40630;0;121771;7741;4709;5075;0;0;2735;0;0;0;0;2132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
218;65893;0;61739;8337;7272;3959;0;0;1334;0;0;0;0;1207;260;716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
219;61036;0;73067;14060;12650;4833;0;0;1563;0;0;0;0;0;1089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
220;56508;0;67133;12470;9134;4099;0;0;1363;0;0;0;0;1518;441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;65603;0;71321;13180;8098;4768;0;0;1552;0;0;0;0;1720;381;0;0;0;0;0;0;0;0;0;0;0;0;374;0;0;0;0
222;56830;0;98674;14555;11630;3750;0;0;1834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
223;37351;0;102768;12159;7045;3598;0;4151;1267;0;0;0;0;0;454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1741;0
224;43843;0;119161;14839;15733;3858;0;0;2230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
225;33582;0;99041;9390;5567;4102;0;0;2373;0;0;1036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
226;41229;0;114756;15068;9166;5068;0;0;2278;0;0;0;0;0;0;3754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1714
227;25586;0;65555;3204;6206;3603;0;0;3313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
228;40546;0;107698;12223;12895;5195;0;0;4118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
229;27765;0;76236;6429;12927;4142;0;0;2801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;25816;0;75543;4643;5390;0;0;0;3349;0;0;0;0;0;1554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
231;24953;0;85192;3813;4210;3731;0;0;3390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;41223;0;96174;8094;7146;5110;0;0;3617;0;0;0;0;0;0;2093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
233;50566;0;94356;11152;8392;5309;0;0;2819;0;0;0;0;2710;474;2346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
234;44381;0;91714;4860;4773;5300;0;0;4600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2103
235;36454;0;64110;3142;3735;3477;0;0;2271;0;0;0;0;0;0;1263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17944
236;31777;0;76536;13782;7137;0;0;0;4201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
237;36352;0;70928;5396;6703;3808;0;0;2421;0;0;881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
238;41705;0;65352;6580;4803;4073;0;0;3175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
239;51635;0;69788;4623;4601;5289;0;0;3224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
240;35160;0;81041;5226;4991;4308;0;0;4241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241;55329;0;100090;9851;7475;5171;0;0;4213;0;0;2214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
242;54726;0;65612;7203;4913;3113;0;0;1799;0;0;564;0;0;477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;65014;0;92017;10319;7896;7913;0;0;4580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
244;55046;0;57917;9878;5317;5780;0;0;2283;0;0;638;0;0;0;907;0;0;0;0;0;218;0;0;0;0;0;0;0;0;0;0
245;52523;0;59510;7411;5433;5320;0;0;2968;0;0;820;0;0;0;1303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
246;60277;0;91633;9557;7968;5511;0;0;3227;0;0;1437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
247;37309;0;73957;16105;6897;4227;0;0;2601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
248;41885;0;98772;10539;7778;7465;0;0;4238;0;0;1175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
249;44689;0;88171;9202;6103;0;0;3390;1821;0;0;941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;933;0
250;42937;0;82989;7797;6483;9848;0;0;3397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
251;56719;0;82915;15157;8636;5736;0;4444;935;0;0;1241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
252;41290;0;72284;17462;7393;5280;0;0;2257;0;0;0;0;0;877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
253;41804;0;112956;13159;10866;5007;0;0;3468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1266
254;32778;0;87740;8154;8950;3883;0;0;3108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
255;43541;0;99959;11833;10813;5453;0;0;4305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;34349;0;103030;14162;8943;4707;0;0;2212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
257;34467;0;110880;12241;12640;5055;0;0;3655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2531;498
258;55393;56243;0;14870;9599;4255;0;0;987;0;1099;583;0;0;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;344
259;57524;54297;0;9089;5839;6448;0;0;1616;0;1227;0;0;0;288;0;0;0;0;0;0;376;0;0;0;0;0;0;0;0;0;0
260;63778;96605;0;13908;9621;4791;0;0;2866;0;0;2058;0;0;0;0;0;0;0;0;0;452;0;0;0;0;0;0;0;0;0;0
261;51793;61861;0;8742;4063;3739;0;0;1897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
262;54989;77838;0;14650;8136;4261;0;0;2569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
263;50859;67443;0;6956;5985;5278;0;0;3011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;68120;81488;0;7645;9344;4296;0;0;2542;0;0;0;0;0;0;0;0;0;0;0;0;425;0;0;0;0;0;0;0;0;0;0
265;55972;75355;0;14228;7499;5168;0;0;2346;0;2105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
266;60239;81743;0;11593;12581;4693;0;0;3259;0;1909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
267;60353;90333;0;10059;7918;6082;0;0;4157;0;0;0;0;0;0;0;0;0;0;0;0;550;0;0;0;0;0;0;0;0;0;0
268;51836;75371;0;11577;11513;5578;0;0;3619;0;0;2564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
269;46519;65471;0;9366;6129;4422;0;0;2178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270;58375;85134;0;8794;9146;9162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
271;58201;61000;0;13478;6288;6333;0;0;2241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
272;57983;78578;0;9599;8182;4446;0;0;2415;0;0;1532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
273;53604;76326;0;9092;8105;5313;0;0;2311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
274;64692;65242;0;18704;12366;5064;0;0;2369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;65730;53513;0;8293;6579;8984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
276;49188;88525;0;8170;6585;5048;0;0;3291;0;0;0;0;3461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;56346;72382;0;8876;6931;5300;0;0;2987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
278;51873;72516;0;6503;7210;4776;0;0;3012;0;0;0;0;2923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
279;57135;77861;0;8992;12296;6439;0;0;3280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
280;45838;74513;0;8023;11449;4813;0;0;3117;0;0;3567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
281;73278;55922;0;17809;6180;6964;0;0;1427;0;0;0;0;0;0;0;0;0;0;0;0;0;874;0;0;0;0;0;0;0;0;0
282;72553;66109;0;10474;8070;5116;0;0;2300;0;0;1519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
283;57250;70646;0;14050;7380;5419;0;0;2444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
284;46271;74953;0;10415;7552;5834;0;0;2487;0;0;949;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;39405;78062;0;9064;13768;0;0;0;3681;0;0;0;0;5473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;38925;64716;0;9314;7819;0;0;0;3639;0;0;1682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;46713;64745;0;13065;15504;5420;0;0;2129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;49759;62042;0;9556;7959;0;0;0;2235;0;0;1433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
289;49715;75189;0;11926;8227;5023;0;0;2500;0;0;0;0;0;0;0;0;0;0;0;0;484;0;0;0;0;0;0;0;0;0;0
290;55513;62391;0;14219;5446;4759;0;0;2147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;875
291;55352;82007;0;12635;8591;4826;0;0;2770;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2067
292;23508;65280;0;17063;9284;2692;0;0;2624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2343
293;36868;63447;0;13999;6977;3601;0;0;1765;0;0;926;0;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294;35480;69304;0;15959;7781;3846;0;0;1790;0;0;811;0;282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;532
295;36265;76504;0;7819;7710;4099;0;0;2839;0;0;0;0;3064;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
296;53035;47057;0;5576;5266;41428;0;0;2434;0;0;0;0;3072;0;0;0;0;0;0;0;223;0;0;0;0;0;0;0;0;0;0
297;67981;60495;0;4915;5867;22956;0;0;2802;0;0;0;0;3321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
298;56256;55358;0;4085;5482;20838;0;0;2498;0;0;0;0;4300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
299;63167;51579;0;4400;5413;24287;0;0;3186;0;0;0;0;5246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;226
